id,productsCount,orderPrice,buyer,buyerCity,orderStatus,shippingPrice,orderDate,orderTime,type,buyerSatisfaction
1961,5,49.95,Jolanta D.,Šilutė,pristatytas,2.99,2020-10-07,11:0,internetu,
1962,4,31.96,Rimantas J.,Šilutė,išsiųstas,2.99,2016-01-23,9:21,internetu,4.0
1963,4,29.96,Ona A.,Ignalina,pristatytas,19.99,2017-11-14,15:50,internetu,5.0
1964,8,110.92,Vitalijus R.,Šiauliai,pristatytas,0.0,2020-10-04,8:10,internetu,5.0
1965,2,15.98,Petras W.,Tauragė,pristatytas,19.99,2018-07-26,12:24,internetu,4.0
1966,3,49.97,Vaidas P.,Zarasai,pristatytas,2.99,2018-04-02,14:53,internetu,1.0
1967,5,45.95,Aurimas R.,Prienai,pristatytas,2.99,2018-04-09,11:42,internetu,
1968,1,5.99,Ona X.,Zarasai,pristatytas,19.99,2021-09-04,14:49,internetu,5.0
1969,5,38.95,Rasa W.,Zarasai,pristatytas,9.99,2019-02-06,14:18,internetu,
1970,3,44.97,Inga M.,Alytus,pristatytas,2.99,2020-09-11,11:52,internetu,2.0
1971,5,87.95,Gintarė B.,Plungė,atšauktas,2.99,2023-06-27,11:17,parduotuvėje,5.0
1972,1,4.99,Ona L.,Zarasai,pristatytas,9.99,2020-11-13,9:20,internetu,4.0
1973,4,119.96,Aldona E.,Telšiai,atšauktas,2.99,2020-10-26,13:42,internetu,2.0
1974,9,143.91,Dalia R.,Klaipėda,pristatytas,4.99,2022-09-01,12:50,internetu,3.0
1975,3,69.97,Marius Q.,Zarasai,išsiųstas,2.99,2018-02-27,14:10,internetu,1.0
1976,5,85.95,Aidas K.,Druskininkai,išsiųstas,19.99,2017-12-25,10:23,internetu,2.0
1977,3,28.97,Marius K.,Neringa,pristatytas,9.99,2015-04-23,12:10,parduotuvėje,5.0
1978,9,134.91,Giedrius O.,Vilnius,pristatytas,2.99,2018-10-20,14:5,parduotuvėje,3.0
1979,9,92.91,Dalia B.,Klaipėda,pristatytas,2.99,2020-02-12,9:35,internetu,5.0
1980,2,20.98,Jolanta Y.,Šilutė,pristatytas,2.99,2023-12-27,15:44,internetu,4.0
1981,2,22.98,Petras T.,Kėdainiai,pristatytas,2.99,2016-09-20,10:23,parduotuvėje,5.0
1982,5,114.95,Vilma X.,Kėdainiai,patvirtintas,9.99,2024-05-01,15:20,internetu,5.0
1983,2,22.98,Jolanta O.,Kaišiadorys,pristatytas,2.99,2016-03-24,10:8,internetu,4.0
1984,3,109.97,Aldona H.,Prienai,patvirtintas,2.99,2018-06-08,14:51,internetu,5.0
1985,2,37.98,Giedrius C.,Telšiai,pristatytas,4.99,2018-07-11,15:38,internetu,2.0
1986,5,67.95,Petras D.,Širvintos,pristatytas,2.99,2023-06-10,11:9,internetu,1.0
1987,5,86.95,Gintautas G.,Visaginas,pristatytas,4.99,2015-07-10,15:32,parduotuvėje,4.0
1988,3,29.97,Gintautas M.,Kretinga,pristatytas,19.99,2020-09-19,13:7,internetu,2.0
1989,3,69.97,Ona D.,Šilutė,pristatytas,2.99,2018-06-07,11:24,internetu,4.0
1990,1,9.99,Aurimas F.,Anykščiai,pristatytas,19.99,2018-05-16,9:14,internetu,4.0
1991,3,20.97,Rita O.,Kybartai,pristatytas,2.99,2019-04-06,13:19,internetu,5.0
1992,4,117.96,Aidas R.,Kėdainiai,pristatytas,0.0,2019-06-30,13:38,internetu,5.0
1993,4,30.96,Marius U.,Radviliškis,naujas,2.99,2019-11-24,8:25,internetu,4.0
1994,2,57.98,Gintarė O.,Varėna,patvirtintas,2.99,2024-03-18,8:31,parduotuvėje,5.0
1995,5,63.95,Jolanta R.,Zarasai,pristatytas,0.0,2019-04-10,15:30,parduotuvėje,5.0
1996,3,72.97,Kazimieras P.,Zarasai,atšauktas,2.99,2015-05-15,11:24,internetu,2.0
1997,4,80.96,Jurgis E.,Joniškis,pristatytas,2.99,2020-07-28,14:7,internetu,4.0
1998,1,9.99,Jolanta L.,Neringa,atšauktas,9.99,2016-04-01,9:34,parduotuvėje,3.0
1999,4,80.96,Viktorija H.,Šilutė,pristatytas,19.99,2022-01-08,14:10,parduotuvėje,3.0
2000,2,19.98,Viktorija G.,Pabradė,pristatytas,19.99,2024-04-25,8:21,parduotuvėje,1.0
2001,5,79.95,Asta A.,Kėdainiai,pristatytas,19.99,2022-03-13,15:33,internetu,5.0
2002,1,7.99,Ona R.,Varėna,naujas,2.99,2017-06-13,9:22,internetu,4.0
2003,2,19.98,Aurimas S.,Kalvarija,pristatytas,0.0,2022-04-08,11:47,internetu,5.0
2004,3,32.97,Rasa Y.,Elektrėnai,pristatytas,0.0,2017-08-18,15:17,internetu,5.0
2005,2,17.98,Rasa S.,Zarasai,atšauktas,0.0,2022-06-01,10:7,internetu,2.0
2006,5,44.95,Jolanta Z.,Visaginas,pristatytas,9.99,2019-01-20,9:13,internetu,5.0
2007,4,36.96,Aurimas T.,Šilutė,pristatytas,2.99,2022-11-16,15:59,internetu,5.0
2008,5,83.95,Vitalijus A.,Švenčionys,patvirtintas,2.99,2021-09-12,15:59,parduotuvėje,5.0
2009,2,44.98,Jolanta L.,Ignalina,pristatytas,0.0,2023-05-22,11:16,internetu,4.0
2010,4,94.96,Aurimas S.,Visaginas,pristatytas,9.99,2022-09-04,13:55,internetu,5.0
2011,1,29.99,Vaidas N.,Šalčininkai,pristatytas,0.0,2014-12-21,10:21,internetu,
2012,4,36.96,Aurimas C.,Zarasai,pristatytas,0.0,2022-09-04,13:57,internetu,
2013,3,34.97,Jolanta Y.,Šilutė,pristatytas,2.99,2019-09-07,9:20,internetu,5.0
2014,2,15.98,Jolanta U.,Palanga,pristatytas,9.99,2019-08-30,14:4,internetu,5.0
2015,3,64.97,Aurimas G.,Kalvarija,pristatytas,9.99,2018-02-05,12:2,internetu,5.0
2016,1,4.99,Gintautas C.,Šilutė,pristatytas,2.99,2023-05-12,15:10,internetu,4.0
2017,9,108.91,Vaidas R.,Klaipėda,pristatytas,2.99,2016-10-28,9:18,internetu,
2018,5,60.95,Marius T.,Druskininkai,pristatytas,0.0,2024-02-16,12:22,parduotuvėje,5.0
2019,2,14.98,Aurimas V.,Zarasai,naujas,9.99,2017-10-22,10:58,internetu,1.0
2020,4,104.96,Vaidas S.,Kupiškis,pristatytas,0.0,2024-02-24,10:11,internetu,5.0
2021,2,19.98,Elžbieta Q.,Biržai,pristatytas,0.0,2021-05-15,14:56,internetu,5.0
2022,3,67.97,Ona Q.,Zarasai,pristatytas,4.99,2020-07-26,8:8,internetu,3.0
2023,1,4.99,Ona D.,Šalčininkai,pristatytas,2.99,2017-07-07,11:34,internetu,5.0
2024,4,144.96,Jolanta A.,Kaišiadorys,pristatytas,4.99,2015-01-16,12:14,internetu,5.0
2025,5,107.95,Vaida B.,Kazlų Rūda,pristatytas,4.99,2015-04-28,8:23,internetu,5.0
2026,3,65.97,Aidas O.,Neringa,naujas,4.99,2023-08-09,15:29,parduotuvėje,5.0
2027,3,22.97,Vitalijus Z.,Kėdainiai,pristatytas,2.99,2016-01-01,11:7,internetu,5.0
2028,4,95.96,Ona X.,Telšiai,naujas,4.99,2018-03-01,11:19,internetu,5.0
2029,3,34.97,Gintaras A.,Šilutė,pristatytas,2.99,2018-11-17,14:43,parduotuvėje,5.0
2030,2,22.98,Aidas Z.,Švenčionys,pristatytas,9.99,2015-08-12,9:35,parduotuvėje,3.0
2031,3,89.97,Gintautas W.,Plungė,atšauktas,9.99,2022-04-01,8:50,internetu,1.0
2032,5,36.95,Vaida G.,Švenčionys,atšauktas,2.99,2019-02-13,12:6,internetu,2.0
2033,4,55.96,Petras N.,Lazdijai,pristatytas,2.99,2017-12-19,12:54,internetu,3.0
2034,2,19.98,Rasa S.,Kaišiadorys,pristatytas,4.99,2023-05-29,14:14,internetu,4.0
2035,4,82.96,Giedrė A.,Radviliškis,pristatytas,9.99,2016-05-14,14:45,parduotuvėje,2.0
2036,2,17.98,Aurimas N.,Šalčininkai,atšauktas,19.99,2020-09-05,9:57,internetu,
2037,3,114.97,Vaida Z.,Zarasai,pristatytas,2.99,2016-03-25,14:25,internetu,5.0
2038,4,40.96,Jonas S.,Širvintos,pristatytas,2.99,2022-08-24,15:20,parduotuvėje,5.0
2039,2,59.98,Vaida F.,Rokiškis,pristatytas,2.99,2018-05-07,15:23,internetu,
2040,5,94.95,Marius J.,Trakai,pristatytas,9.99,2018-06-06,10:18,parduotuvėje,3.0
2041,5,63.95,Giedrius B.,Šilutė,pristatytas,2.99,2019-10-30,13:39,parduotuvėje,5.0
2042,3,64.97,Giedrė R.,Zarasai,pristatytas,0.0,2018-06-08,14:43,parduotuvėje,5.0
2043,3,34.97,Jonas M.,Ukmergė,išsiųstas,0.0,2021-05-22,14:47,internetu,4.0
2044,1,7.99,Antanas A.,Zarasai,pristatytas,2.99,2017-11-23,14:49,parduotuvėje,5.0
2045,1,14.99,Laima V.,Kėdainiai,patvirtintas,4.99,2018-01-16,13:47,internetu,
2046,5,94.95,Inga M.,Zarasai,pristatytas,2.99,2020-05-01,11:23,parduotuvėje,5.0
2047,5,89.95,Giedrė I.,Kėdainiai,pristatytas,19.99,2019-05-28,15:35,internetu,5.0
2048,1,5.99,Rasa D.,Šilutė,atšauktas,19.99,2020-04-30,10:45,internetu,2.0
2049,2,19.98,Rasa R.,Lazdijai,pristatytas,2.99,2023-06-02,9:47,internetu,5.0
2050,1,9.99,Dalia N.,Neringa,pristatytas,19.99,2020-11-20,9:23,parduotuvėje,5.0
2051,2,20.98,Marius G.,Kėdainiai,pristatytas,2.99,2022-03-19,8:17,parduotuvėje,5.0
2052,5,53.95,Vytautas D.,Zarasai,patvirtintas,2.99,2016-12-06,8:36,internetu,3.0
2053,5,39.95,Vaidas R.,Zarasai,pristatytas,9.99,2023-03-16,10:50,internetu,5.0
2054,4,58.96,Jolanta O.,Kelmė,naujas,0.0,2020-05-09,10:40,internetu,1.0
2055,4,70.96,Asta X.,Kėdainiai,naujas,2.99,2017-04-12,14:51,parduotuvėje,4.0
2056,4,82.96,Aldona P.,Lazdijai,pristatytas,2.99,2015-08-26,8:49,internetu,5.0
2057,3,65.97,Asta M.,Zarasai,atšauktas,4.99,2017-03-09,9:34,internetu,3.0
2058,3,64.97,Marius S.,Visaginas,pristatytas,9.99,2022-12-07,9:0,parduotuvėje,3.0
2059,3,47.97,Marius C.,Prienai,pristatytas,4.99,2016-12-21,12:33,internetu,3.0
2060,5,43.95,Jolanta J.,Grigiškės,naujas,2.99,2024-05-25,9:16,parduotuvėje,3.0
2061,2,19.98,Asta Y.,Grigiškės,patvirtintas,9.99,2018-02-02,8:35,internetu,
2062,1,14.99,Vitalijus U.,Kėdainiai,pristatytas,4.99,2022-10-10,10:18,parduotuvėje,4.0
2063,4,77.96,Aidas Y.,Klaipėda,naujas,2.99,2019-03-22,8:10,internetu,4.0
2064,4,67.96,Antanas B.,Lazdijai,pristatytas,9.99,2022-01-30,13:15,internetu,5.0
2065,5,112.95,Elžbieta S.,Raseiniai,pristatytas,4.99,2019-04-30,13:23,internetu,5.0
2066,1,14.99,Rimantas J.,Lazdijai,pristatytas,2.99,2017-09-18,14:17,parduotuvėje,4.0
2067,2,39.98,Marius O.,Šilutė,pristatytas,2.99,2023-01-18,9:16,internetu,2.0
2068,4,100.96,Aldona I.,Kaišiadorys,pristatytas,2.99,2014-10-12,8:14,internetu,3.0
2069,3,49.97,Jolanta G.,Varėna,pristatytas,4.99,2022-03-21,13:56,internetu,5.0
2070,5,87.95,Marius U.,Zarasai,atšauktas,2.99,2021-12-18,12:41,internetu,3.0
2071,4,42.96,Aurimas S.,Jonava,išsiųstas,19.99,2021-02-04,8:47,internetu,3.0
2072,2,37.98,Ona M.,Pabradė,naujas,4.99,2018-08-30,9:33,internetu,5.0
2073,4,59.96,Aurimas P.,Rokiškis,pristatytas,19.99,2021-06-04,14:52,internetu,5.0
2074,5,61.95,Gintautas U.,Kazlų Rūda,pristatytas,0.0,2019-06-04,15:38,parduotuvėje,
2075,2,19.98,Rita S.,Kaišiadorys,pristatytas,2.99,2021-08-21,10:10,internetu,4.0
2076,3,18.97,Marius J.,Trakai,atšauktas,2.99,2018-06-16,11:36,internetu,1.0
2077,5,56.95,Ona P.,Marijampolė,pristatytas,2.99,2015-12-13,9:11,internetu,2.0
2078,2,39.98,Ona W.,Trakai,atšauktas,2.99,2020-05-21,10:23,internetu,2.0
2079,3,19.97,Aurimas V.,Kėdainiai,pristatytas,2.99,2021-08-25,15:27,internetu,5.0
2080,7,82.93,Marius T.,Kaunas,pristatytas,2.99,2016-08-11,14:44,internetu,
2081,5,43.95,Vitalijus F.,Alytus,pristatytas,2.99,2021-06-17,10:1,internetu,5.0
2082,3,64.97,Jolanta V.,Prienai,patvirtintas,2.99,2018-12-10,12:31,internetu,5.0
2083,2,15.98,Marius U.,Šilutė,atšauktas,2.99,2023-03-03,14:59,internetu,4.0
2084,2,34.98,Bronius G.,Švenčionys,pristatytas,4.99,2023-04-02,9:14,parduotuvėje,3.0
2085,3,25.97,Viktorija C.,Pabradė,atšauktas,19.99,2018-01-27,10:8,internetu,1.0
2086,3,29.97,Laima O.,Kaunas,pristatytas,2.99,2017-12-04,13:55,internetu,1.0
2087,2,35.98,Jolanta C.,Zarasai,pristatytas,9.99,2019-06-09,8:11,internetu,5.0
2088,5,48.95,Vitalijus O.,Šilutė,pristatytas,0.0,2018-05-22,15:25,internetu,5.0
2089,7,141.93,Petras C.,Vilnius,patvirtintas,9.99,2018-12-16,11:36,parduotuvėje,1.0
2090,2,24.98,Aidas O.,Šilutė,atšauktas,2.99,2022-04-28,10:56,internetu,1.0
2091,5,61.95,Giedrius F.,Telšiai,pristatytas,19.99,2018-01-23,11:31,parduotuvėje,5.0
2092,1,4.99,Antanas P.,Ukmergė,pristatytas,2.99,2016-04-20,11:0,parduotuvėje,2.0
2093,4,64.96,Giedrė D.,Kalvarija,išsiųstas,0.0,2024-04-16,11:55,parduotuvėje,3.0
2094,3,35.97,Kazimieras S.,Zarasai,naujas,19.99,2016-06-07,14:51,parduotuvėje,4.0
2095,5,70.95,Rasa G.,Kaišiadorys,naujas,2.99,2018-10-20,11:30,parduotuvėje,4.0
2096,3,44.97,Bronius K.,Švenčionys,pristatytas,2.99,2023-08-21,8:32,internetu,4.0
2097,8,77.92,Aurimas K.,Vilnius,pristatytas,2.99,2016-10-15,10:46,parduotuvėje,5.0
2098,4,102.96,Aurimas Q.,Kėdainiai,atšauktas,2.99,2015-07-19,13:31,internetu,
2099,4,34.96,Vaidas X.,Švenčionys,pristatytas,2.99,2020-01-29,13:30,parduotuvėje,4.0
2100,3,43.97,Gintaras G.,Varėna,pristatytas,4.99,2016-08-19,11:14,internetu,5.0
2101,3,87.97,Aldona S.,Kybartai,pristatytas,2.99,2021-07-19,12:37,internetu,1.0
2102,4,35.96,Viktorija Y.,Ukmergė,pristatytas,2.99,2016-12-14,15:26,internetu,2.0
2103,3,24.97,Gintaras E.,Kėdainiai,naujas,19.99,2021-07-03,14:22,internetu,5.0
2104,5,100.95,Viktorija G.,Klaipėda,išsiųstas,4.99,2019-12-07,13:17,internetu,2.0
2105,4,69.96,Jolanta K.,Mažeikiai,išsiųstas,2.99,2016-09-23,9:57,parduotuvėje,5.0
2106,1,9.99,Giedrė Q.,Šalčininkai,pristatytas,9.99,2017-07-25,11:59,internetu,5.0
2107,4,55.96,Aurimas B.,Druskininkai,pristatytas,0.0,2021-05-22,8:18,internetu,4.0
2108,3,30.97,Rita M.,Lazdijai,pristatytas,2.99,2019-06-17,9:50,parduotuvėje,5.0
2109,1,29.99,Aurimas X.,Šilutė,išsiųstas,2.99,2023-01-31,9:42,internetu,4.0
2110,3,64.97,Vitalijus N.,Širvintos,atšauktas,19.99,2022-11-01,9:44,internetu,1.0
2111,5,126.95,Jurgis U.,Kazlų Rūda,pristatytas,9.99,2018-04-25,11:32,parduotuvėje,5.0
2112,2,15.98,Marius X.,Švenčionys,pristatytas,2.99,2015-07-06,11:46,internetu,2.0
2113,1,9.99,Rita M.,Radviliškis,atšauktas,19.99,2022-04-26,11:12,parduotuvėje,3.0
2114,5,88.95,Dalia N.,Marijampolė,pristatytas,19.99,2019-11-16,14:35,internetu,5.0
2115,4,119.96,Marius K.,Šilutė,pristatytas,19.99,2016-06-17,14:20,internetu,2.0
2116,2,24.98,Vilma J.,Neringa,pristatytas,19.99,2020-08-03,12:50,parduotuvėje,1.0
2117,7,75.93,Bronius D.,Vilnius,pristatytas,9.99,2021-03-20,9:54,parduotuvėje,
2118,3,62.97,Jolanta Y.,Alytus,pristatytas,0.0,2015-08-16,8:51,parduotuvėje,5.0
2119,3,94.97,Asta T.,Šilutė,pristatytas,0.0,2015-10-12,12:42,internetu,5.0
2120,2,10.98,Marius R.,Kėdainiai,išsiųstas,2.99,2022-09-25,12:56,internetu,5.0
2121,8,184.92,Aldona R.,Vilnius,atšauktas,2.99,2016-12-21,8:16,parduotuvėje,3.0
2122,1,29.99,Rimantas P.,Kėdainiai,pristatytas,2.99,2015-10-24,12:15,internetu,3.0
2123,4,124.96,Aurimas U.,Kėdainiai,pristatytas,0.0,2021-01-31,9:0,internetu,4.0
2124,5,119.95,Gintaras Q.,Elektrėnai,naujas,2.99,2016-03-10,15:56,parduotuvėje,5.0
2125,4,109.96,Laima E.,Alytus,atšauktas,19.99,2021-06-19,12:38,internetu,2.0
2126,2,64.98,Jolanta Z.,Kalvarija,pristatytas,9.99,2019-08-24,10:34,internetu,5.0
2127,1,4.99,Jolanta G.,Druskininkai,pristatytas,2.99,2016-08-07,9:32,parduotuvėje,2.0
2128,2,19.98,Gintautas K.,Šilutė,išsiųstas,2.99,2020-01-19,15:9,parduotuvėje,3.0
2129,1,4.99,Ona E.,Kėdainiai,išsiųstas,4.99,2023-04-11,8:37,internetu,5.0
2130,8,117.92,Vaida A.,Klaipėda,pristatytas,2.99,2016-04-05,11:59,internetu,5.0
2131,1,14.99,Giedrė V.,Kaišiadorys,pristatytas,2.99,2018-08-01,13:0,internetu,3.0
2132,1,4.99,Jolanta E.,Pabradė,patvirtintas,4.99,2015-04-09,13:5,internetu,1.0
2133,2,14.98,Viktorija K.,Šilutė,pristatytas,9.99,2022-08-09,12:48,parduotuvėje,4.0
2134,1,14.99,Gintautas G.,Kėdainiai,pristatytas,2.99,2022-02-05,11:22,internetu,5.0
2135,4,57.96,Rita C.,Ukmergė,pristatytas,2.99,2022-09-12,12:32,parduotuvėje,3.0
2136,5,86.95,Gintarė X.,Kaišiadorys,pristatytas,2.99,2019-02-12,9:34,internetu,4.0
2137,1,9.99,Aldona G.,Kretinga,pristatytas,2.99,2015-03-25,14:55,internetu,5.0
2138,4,75.96,Rita W.,Biržai,pristatytas,2.99,2019-09-07,15:45,internetu,5.0
2139,2,19.98,Antanas H.,Plungė,naujas,2.99,2015-09-21,14:31,internetu,5.0
2140,5,30.95,Aurimas H.,Varėna,pristatytas,4.99,2022-07-29,10:37,internetu,2.0
2141,1,49.99,Rita F.,Ukmergė,atšauktas,19.99,2019-05-13,9:53,parduotuvėje,1.0
2142,3,49.97,Jolanta V.,Kėdainiai,pristatytas,0.0,2015-01-07,9:3,internetu,5.0
2143,4,57.96,Antanas Q.,Šilutė,pristatytas,2.99,2017-07-07,9:55,internetu,3.0
2144,2,19.98,Dalia H.,Joniškis,išsiųstas,4.99,2018-10-20,14:43,internetu,
2145,5,59.95,Bronius T.,Ukmergė,naujas,9.99,2021-05-23,9:24,internetu,5.0
2146,5,54.95,Gintaras E.,Utena,pristatytas,0.0,2020-12-22,11:51,internetu,3.0
2147,1,29.99,Giedrė M.,Jonava,naujas,4.99,2024-04-20,10:28,internetu,3.0
2148,2,34.98,Marius D.,Lazdijai,atšauktas,2.99,2015-03-04,11:51,internetu,2.0
2149,3,30.97,Giedrė Q.,Kėdainiai,pristatytas,2.99,2017-12-29,12:8,internetu,3.0
2150,1,5.99,Giedrius I.,Kėdainiai,pristatytas,19.99,2022-12-25,11:8,parduotuvėje,2.0
2151,2,20.98,Aldona Q.,Druskininkai,patvirtintas,2.99,2016-06-09,14:28,internetu,5.0
2152,3,49.97,Ona O.,Kybartai,išsiųstas,19.99,2016-03-27,9:52,internetu,4.0
2153,5,60.95,Ona H.,Šilutė,pristatytas,9.99,2016-10-20,14:32,internetu,2.0
2154,9,127.91,Aldona M.,Šiauliai,pristatytas,2.99,2021-10-09,12:46,internetu,4.0
2155,1,9.99,Marius L.,Zarasai,pristatytas,2.99,2021-06-15,12:44,internetu,5.0
2156,3,62.97,Jonas C.,Kėdainiai,patvirtintas,0.0,2023-12-14,10:48,parduotuvėje,1.0
2157,1,5.99,Inga B.,Utena,pristatytas,9.99,2024-03-20,10:54,internetu,3.0
2158,5,93.95,Vilma I.,Šilutė,pristatytas,19.99,2024-05-13,11:29,parduotuvėje,5.0
2159,2,12.98,Vilma H.,Šalčininkai,pristatytas,2.99,2016-09-10,9:15,internetu,5.0
2160,4,64.96,Gintautas O.,Zarasai,pristatytas,0.0,2022-06-07,11:19,internetu,4.0
2161,4,64.96,Aurimas U.,Jonava,pristatytas,19.99,2022-11-28,14:13,internetu,5.0
2162,4,40.96,Jolanta M.,Pabradė,atšauktas,9.99,2022-08-29,8:22,parduotuvėje,3.0
2163,5,105.95,Giedrė X.,Kazlų Rūda,pristatytas,9.99,2015-02-13,14:34,internetu,4.0
2164,1,9.99,Ona I.,Neringa,pristatytas,19.99,2015-10-31,12:48,parduotuvėje,4.0
2165,5,90.95,Inga I.,Alytus,pristatytas,2.99,2015-09-02,9:38,internetu,5.0
2166,2,55.98,Jolanta X.,Plungė,pristatytas,2.99,2019-04-11,12:10,internetu,2.0
2167,2,15.98,Aurimas L.,Neringa,patvirtintas,9.99,2024-04-11,13:37,parduotuvėje,5.0
2168,1,9.99,Jolanta D.,Vilnius,pristatytas,4.99,2017-11-24,12:9,parduotuvėje,5.0
2169,4,26.96,Jurgis J.,Šilutė,pristatytas,2.99,2018-05-27,12:55,parduotuvėje,5.0
2170,2,19.98,Aurimas S.,Švenčionys,pristatytas,2.99,2015-07-07,14:21,internetu,5.0
2171,5,87.95,Kazimieras Z.,Visaginas,pristatytas,19.99,2024-01-16,8:23,internetu,4.0
2172,1,49.99,Antanas H.,Zarasai,pristatytas,2.99,2020-04-20,11:20,parduotuvėje,5.0
2173,5,165.95,Petras U.,Vilnius,patvirtintas,19.99,2016-06-03,15:56,parduotuvėje,5.0
2174,1,29.99,Aurimas M.,Šiauliai,patvirtintas,19.99,2021-01-17,12:56,internetu,4.0
2175,1,29.99,Vytautas J.,Švenčionys,išsiųstas,4.99,2016-09-09,14:29,internetu,3.0
2176,3,32.97,Aidas W.,Rokiškis,pristatytas,2.99,2017-12-23,10:2,internetu,3.0
2177,2,13.98,Rita D.,Kybartai,pristatytas,2.99,2020-03-20,14:19,internetu,3.0
2178,2,79.98,Gintautas T.,Telšiai,atšauktas,2.99,2020-04-13,14:55,internetu,1.0
2179,1,5.99,Viktorija I.,Kupiškis,pristatytas,9.99,2019-12-28,13:48,internetu,1.0
2180,5,81.95,Vaidas F.,Kretinga,naujas,2.99,2017-05-12,10:49,parduotuvėje,
2181,1,14.99,Gintaras V.,Kybartai,pristatytas,2.99,2016-03-18,15:14,internetu,4.0
2182,1,29.99,Jolanta R.,Šilutė,pristatytas,0.0,2020-06-11,8:58,parduotuvėje,5.0
2183,2,14.98,Rimantas E.,Rokiškis,pristatytas,2.99,2018-01-19,9:14,internetu,4.0
2184,3,69.97,Marius A.,Radviliškis,išsiųstas,4.99,2015-08-14,14:25,internetu,5.0
2185,4,102.96,Marius F.,Plungė,pristatytas,19.99,2019-10-13,13:47,internetu,2.0
2186,5,83.95,Viktorija L.,Kazlų Rūda,pristatytas,2.99,2015-08-01,8:57,internetu,3.0
2187,4,45.96,Jolanta E.,Kėdainiai,patvirtintas,2.99,2019-09-05,10:21,internetu,4.0
2188,2,44.98,Vytautas Y.,Šalčininkai,pristatytas,0.0,2017-05-14,13:22,internetu,5.0
2189,4,75.96,Jolanta D.,Rokiškis,pristatytas,2.99,2020-10-08,10:4,internetu,4.0
2190,3,43.97,Giedrė S.,Elektrėnai,pristatytas,2.99,2020-12-27,11:51,parduotuvėje,4.0
2191,1,9.99,Gintaras M.,Tauragė,pristatytas,4.99,2021-08-17,12:40,internetu,3.0
2192,5,97.95,Viktorija Z.,Kaunas,išsiųstas,2.99,2015-01-01,14:25,internetu,5.0
2193,2,14.98,Marius S.,Šilutė,pristatytas,2.99,2016-03-15,8:1,parduotuvėje,5.0
2194,3,47.97,Gintautas Z.,Utena,pristatytas,9.99,2015-09-29,9:46,internetu,5.0
2195,2,44.98,Gintaras K.,Jonava,pristatytas,2.99,2019-02-17,10:47,internetu,5.0
2196,2,24.98,Vilma V.,Zarasai,pristatytas,0.0,2020-07-15,8:43,parduotuvėje,5.0
2197,4,75.96,Jolanta M.,Radviliškis,pristatytas,2.99,2019-10-24,9:28,internetu,5.0
2198,3,32.97,Bronius T.,Grigiškės,pristatytas,2.99,2023-08-15,9:56,internetu,5.0
2199,4,33.96,Marius Q.,Raseiniai,pristatytas,2.99,2017-11-20,11:18,parduotuvėje,5.0
2200,4,82.96,Giedrius N.,Raseiniai,patvirtintas,4.99,2019-03-24,8:39,parduotuvėje,5.0
2201,1,9.99,Bronius Z.,Plungė,pristatytas,2.99,2020-11-01,13:53,internetu,5.0
2202,5,54.95,Jolanta F.,Prienai,pristatytas,4.99,2015-09-27,8:10,internetu,5.0
2203,3,54.97,Dalia C.,Grigiškės,pristatytas,19.99,2018-10-13,10:7,internetu,2.0
2204,2,15.98,Petras O.,Kaišiadorys,pristatytas,4.99,2017-04-04,9:20,parduotuvėje,5.0
2205,5,87.95,Kazimieras T.,Rokiškis,patvirtintas,2.99,2023-11-13,15:9,internetu,4.0
2206,3,17.97,Kazimieras V.,Radviliškis,pristatytas,19.99,2020-02-08,11:9,parduotuvėje,5.0
2207,3,65.97,Vaidas J.,Zarasai,pristatytas,2.99,2015-04-20,10:43,parduotuvėje,4.0
2208,2,54.98,Dalia T.,Visaginas,pristatytas,4.99,2023-11-10,11:38,internetu,3.0
2209,1,5.99,Aurimas P.,Ukmergė,pristatytas,2.99,2020-10-23,9:0,internetu,5.0
2210,2,20.98,Aldona Y.,Zarasai,pristatytas,2.99,2020-07-14,15:11,internetu,4.0
2211,1,4.99,Vaida N.,Visaginas,atšauktas,19.99,2018-09-08,8:25,parduotuvėje,3.0
2212,3,44.97,Aurimas L.,Alytus,pristatytas,2.99,2015-11-17,14:31,internetu,4.0
2213,3,74.97,Marius B.,Kelmė,atšauktas,2.99,2019-05-18,12:21,internetu,3.0
2214,5,50.95,Elžbieta Y.,Kaišiadorys,pristatytas,0.0,2015-02-26,15:20,internetu,5.0
2215,2,11.98,Aldona T.,Vilnius,pristatytas,2.99,2022-07-24,8:0,parduotuvėje,2.0
2216,1,29.99,Vaidas V.,Rokiškis,pristatytas,2.99,2020-08-13,10:2,internetu,5.0
2217,2,19.98,Gintaras S.,Joniškis,pristatytas,4.99,2019-06-15,8:21,internetu,5.0
2218,4,99.96,Rimantas Q.,Šilutė,atšauktas,2.99,2019-12-11,14:13,parduotuvėje,2.0
2219,3,32.97,Gintarė I.,Šiauliai,pristatytas,2.99,2022-03-30,11:35,internetu,5.0
2220,3,32.97,Ona Q.,Radviliškis,pristatytas,0.0,2021-08-17,14:45,internetu,5.0
2221,4,40.96,Antanas M.,Zarasai,atšauktas,2.99,2014-10-09,13:21,internetu,2.0
2222,2,34.98,Aurimas C.,Zarasai,pristatytas,2.99,2016-09-28,9:57,internetu,5.0
2223,2,22.98,Elžbieta H.,Širvintos,pristatytas,2.99,2023-08-04,10:8,parduotuvėje,4.0
